LSOA2011,LSOA.name.(2011),Local.Authority.District.code.(2019),Local.Authority.District.name.(2019),Index.of.Multiple.Deprivation.(IMD).Score,Index.of.Multiple.Deprivation.(IMD).Rank,Index.of.Multiple.Deprivation.(IMD).Decile,Index.of.Multiple.Deprivation.(IMD).Decile,Income.Score.(Rank,Income.Score.(Decile,Employment.Score.(rate),Employment.Score.(Rank,Employment.Score.(Decile,"Education,.Skills.and.Training.Score","Education,.Skills.and.Training.Rank","Education,.Skills.and.Training.Decile",Health.Deprivation.and.Disability.Score,Health.Deprivation.and.Disability.Rank,Health.Deprivation.and.Disability.Decile,Crime.Score,Crime.Rank,Crime.Decile,Barriers.to.Housing.and.Services.Score,Barriers.to.Housing.and.Services.Rank,Barriers.to.Housing.and.Services.Decile,Living.Environment.Score,Living.Environment.Rank,Living.Environment.Decile,Income.Depriv.Affecting.Children.Index.(IDACI).Score.(rate),Income.Depriv.Affecting.Children.Index.(IDACI).Score.(Rank,Income.Depriv.Affecting.Children.Index.(IDACI).Score.(Decile,Income.Depriv.Affecting.Older.People.(IDAOPI).Score.(rate),Income.Depriv.Affecting.Older.People.(IDAOPI).Score.(Rank,Income.Depriv.Affecting.Older.People.(IDAOPI).Score.(Decile,Children.and.Young.People.Sub-domain.Score,Children.and.Young.People.Sub-domain.Rank,Children.and.Young.People.Sub-domain.Decile,Adult.Skills.Sub-domain.Score,Adult.Skills.Sub-domain.Rank,Adult.Skills.Sub-domain.Decile,Geographical.Barriers.Sub-domain.Score,Geographical.Barriers.Sub-domain.Rank,Geographical.Barriers.Sub-domain.Decile,Wider.Barriers.Sub-domain.Score,Wider.Barriers.Sub-domain.Rank,Wider.Barriers.Sub-domain.Decile,Indoors.Sub-domain.Score,Indoors.Sub-domain.Rank,Indoors.Sub-domain.Decile,Outdoors.Sub-domain.Score,Outdoors.Sub-domain.Rank,Outdoors.Sub-domain.Decile
E01009231,Birmingham 017D,E08000025,Birmingham,22.745,483,8,9,524.5,9,0.083,505.5,8,23.254,377,6,0.25,493,8,-0.129,517,9,26.148,497,8,50.388,159,3,0.132,490.5,8,0.137,507.5,8,-0.153,449.5,8,0.393,325,6,0.072,161,3,1.895,534,9,1.129,132,3,0.992,300,5
E01009232,Birmingham 022D,E08000025,Birmingham,31.692,381,6,7,420.5,7,0.103,437,7,23.22,379,6,1.112,146.5,3,0.261,379,6,34.048,234,4,47.624,194,4,0.172,435,7,0.201,411.5,7,0.016,403,7,0.375,348,6,0.401,54.5,1,2.52,446,7,0.836,288,5,1.443,64,1
E01009233,Birmingham 008D,E08000025,Birmingham,46.501,228,4,5,219.5,4,0.193,233,4,57.644,74,2,0.94,205.5,4,-0.237,548,9,25.044,518,9,51.444,135,3,0.39,101,2,0.285,304.5,5,1.056,59,1,0.518,128,2,-0.905,535.5,9,3.262,361,6,1.239,80,2,0.748,466,8
E01009234,Birmingham 019A,E08000025,Birmingham,23.899,462,8,9,476.5,8,0.07,547,9,17.471,431,7,0.24,496,8,-0.399,571.5,9,28.511,419,7,63.411,27,1,0.173,432.5,7,0.178,442.5,7,-0.091,434,7,0.327,433.5,7,0.202,108,2,2.008,517,9,1.451,25,1,1.215,159,3
E01009235,Birmingham 016A,E08000025,Birmingham,22.706,486,8,9,465.5,8,0.099,454,8,13.424,477,8,0.184,515,9,-0.669,606,10,28.637,416,7,48.534,185.5,3,0.174,430.5,7,0.125,529.5,9,-0.738,548,9,0.336,415,7,0.184,111,2,2.092,504,8,1.035,188.5,3,1.084,235,4
E01009236,Birmingham 019B,E08000025,Birmingham,23.288,474,8,9,476.5,8,0.079,516.5,9,20.429,407,7,0.182,516.5,9,0.064,460,8,25.514,512,8,53.461,101,2,0.151,462.5,8,0.106,560,9,-0.189,456.5,8,0.369,359,6,0.094,151,3,1.701,560.5,9,1.193,99,2,1.077,241,4
E01009237,Birmingham 024A,E08000025,Birmingham,33.166,362,6,7,359,6,0.159,319,5,20.508,405,7,0.52,386,7,0.005,473,8,26.503,489,8,53.215,109,2,0.209,385,6,0.205,405,7,0.073,385,7,0.34,410.5,7,-0.639,447,7,3.306,353,6,1.151,122.5,2,1.175,177.5,3
E01009238,Birmingham 024B,E08000025,Birmingham,30.546,391,7,8,358,6,0.131,377,6,15.6,454,8,0.59,358,6,0.319,340,6,30.863,340,6,39.498,341,6,0.255,331,6,0.252,338,6,-0.662,536,9,0.355,387.5,7,0.342,69,2,2.074,508,8,0.75,329.5,6,0.97,321,6
E01009239,Birmingham 033F,E08000025,Birmingham,37.061,330,6,7,395,7,0.099,454,8,20.785,402,7,1.195,116,2,1.066,65,2,38.904,66,2,52.481,117,2,0.292,270.5,5,0.398,155.5,3,0.072,386,7,0.343,406,7,0.312,76.5,2,3.733,288.5,5,1.087,160,3,1.279,134.5,3
E01009240,Birmingham 024C,E08000025,Birmingham,22.415,489,8,9,417,7,0.084,502,8,13.589,475,8,-0.047,579,10,-0.48,587.5,10,27.001,478,8,51.933,124,2,0.224,369,6,0.133,513.5,9,-0.492,513,9,0.322,439.5,7,-0.068,220,4,2.438,458.5,8,1.256,69,2,0.745,468,8
E01009241,Birmingham 024D,E08000025,Birmingham,24.596,454,8,9,410,7,0.089,491,8,12.571,484,8,0.325,469,8,-0.035,488,8,27.983,442,7,50.462,153,3,0.194,400.5,7,0.244,351.5,6,-0.612,530,9,0.319,445.5,7,-0.042,210,4,2.586,434.5,7,1.173,110.5,2,0.871,390,7
E01009242,Birmingham 024E,E08000025,Birmingham,28.542,409,7,8,404,7,0.099,454,8,17.451,435,7,-0.021,575,9,0.423,293,5,40.905,42,1,47.821,191,3,0.196,397.5,7,0.236,361.5,6,-0.439,501,8,0.359,376,6,0.601,21,1,3.209,369.5,6,1.125,136.5,3,0.766,459,8
E01009243,Birmingham 016B,E08000025,Birmingham,24.221,458,8,9,486,8,0.087,494.5,8,20.703,403,7,0.236,499.5,8,0.197,411,7,30.417,355,6,47.5,195,4,0.154,458.5,8,0.145,494.5,8,0.144,362.5,6,0.333,421.5,7,0.397,56,1,1.771,545,9,1.056,175,3,0.94,340.5,6
E01009244,Birmingham 019C,E08000025,Birmingham,21.978,494,8,9,440,7,0.073,535,9,18.326,424,7,0.361,451.5,8,-0.068,499,8,18.124,619,10,50.784,148,3,0.11,520.5,9,0.249,341,6,-0.542,520,9,0.375,348,6,-0.767,492,8,1.744,552,9,1.045,178,3,1.248,145,3
E01009245,Birmingham 016C,E08000025,Birmingham,25.666,436,7,8,411.5,7,0.114,412.5,7,16.035,448,7,0.163,520,9,0.314,344,6,24.996,519,9,45.953,229,4,0.215,377,6,0.168,455.5,8,-0.314,480,8,0.334,420,7,0.053,167.5,3,1.706,555,9,0.749,331,6,1.501,49,1
E01009246,Birmingham 016D,E08000025,Birmingham,20.209,525,9,10,522,9,0.077,520,9,16.932,440,7,0.103,540,9,-0.401,573,9,27.929,445,7,45.58,236,4,0.124,503.5,8,0.14,501.5,8,-0.084,430.5,7,0.32,442.5,7,0.222,102,2,1.825,540,9,1.008,206,4,0.889,375,6
E01009247,Birmingham 016E,E08000025,Birmingham,20.109,529,9,10,489,8,0.068,551.5,9,13.653,474,8,-0.117,592,10,-0.299,557,9,25.631,511,8,54.816,88,2,0.184,418.5,7,0.147,492.5,8,-0.798,558,9,0.341,408.5,7,0.012,184,3,1.946,530,9,1.274,64.5,1,0.963,323,6
E01009248,Birmingham 019D,E08000025,Birmingham,24.066,461,8,9,516.5,9,0.084,502,8,20.467,406,7,0.211,507.5,8,-0.459,584,10,22.358,564,9,66.937,13,1,0.147,466,8,0.104,564.5,9,-0.107,438,7,0.361,369,6,-0.184,274.5,5,1.746,551,9,1.422,30,1,1.578,35,1
E01009249,Birmingham 080A,E08000025,Birmingham,25.398,437,7,8,438,7,0.118,405,7,23.268,376,6,0.226,502.5,8,0.526,246,4,21.642,580,10,38.524,358,6,0.16,447.5,7,0.188,429,7,0.363,278,5,0.329,429.5,7,-0.604,432.5,7,2.298,478.5,8,0.751,328,6,0.878,383.5,6
E01009250,Birmingham 080B,E08000025,Birmingham,24.213,459,8,9,449.5,8,0.117,407,7,18.053,426,7,0.135,532,9,-0.216,544.5,9,33.127,269,5,36.253,408,7,0.168,440,7,0.121,536.5,9,0.116,369.5,6,0.306,462,8,0.54,29,1,1.841,538,9,0.524,430.5,7,1.126,207.5,4
E01009251,Birmingham 080C,E08000025,Birmingham,15.845,567,9,10,591.5,10,0.059,569,9,5.563,559,9,0.24,496,8,0.079,454,8,19.487,608,10,50.201,162,3,0.059,591,10,0.086,583,10,-0.938,575,9,0.24,526.5,9,-0.15,257,5,1.035,601,10,0.615,389,7,2.04,1,1
E01009252,Birmingham 073C,E08000025,Birmingham,12.231,599,10,11,591.5,10,0.055,579,10,1.307,628,10,-0.39,622,10,-0.287,555.5,9,23.703,542,9,42.441,283,5,0.085,556.5,9,0.07,602.5,10,-1.498,613,10,0.161,612,10,0.313,75,2,0.585,620,10,0.949,230,4,0.737,472,8
E01009253,Birmingham 080D,E08000025,Birmingham,20.238,524,9,10,524.5,9,0.086,496.5,8,10.262,513,9,0.142,525.5,9,0.417,298,5,23.517,547,9,42.039,291,5,0.133,488,8,0.097,573,9,-0.549,521,9,0.285,487,8,-0.222,289,5,2.073,509,8,0.731,339,6,1.225,152,3
E01009254,Birmingham 085C,E08000025,Birmingham,42.145,286,5,6,288.5,5,0.18,271.5,5,23.661,373,6,0.917,215,4,0.64,189,3,29.136,400,7,56.394,73,2,0.28,289.5,5,0.39,171,3,-0.069,425,7,0.388,330,6,-0.253,304,5,3.258,362,6,0.905,254,4,1.95,4,1
E01009255,Birmingham 080E,E08000025,Birmingham,31.549,382,6,7,335.5,6,0.149,338,6,22.755,389,7,0.503,392,7,0.27,370.5,6,24.891,522,9,37.271,383.5,6,0.299,259,5,0.203,407.5,7,-0.291,473,8,0.401,314,5,-0.539,410,7,2.884,411,7,0.805,300.5,5,0.611,556,9
E01009256,Birmingham 085D,E08000025,Birmingham,30.772,390,7,8,348.5,6,0.139,360,6,19.173,418,7,0.589,359.5,6,0.22,399,7,24.174,532,9,42.094,290,5,0.299,259,5,0.178,442.5,7,0.105,374,6,0.321,441,7,-0.439,374,6,2.597,432,7,0.957,227,4,0.677,508,8
E01009257,Birmingham 080F,E08000025,Birmingham,48.577,202,4,5,229,4,0.223,133.5,3,38.587,252,4,1.191,117,2,1.059,66,2,26.337,491,8,36.759,401,7,0.323,213,4,0.229,371,6,0.797,119.5,2,0.411,299,5,-0.631,445,7,3.271,359,6,0.721,343,6,0.777,451,8
E01009258,Birmingham 085E,E08000025,Birmingham,55.39,114,2,3,123,2,0.259,55,1,38.806,249,4,1.275,84,2,0.418,296,5,42.629,29,1,33.613,445,7,0.388,104,2,0.353,210,4,0.552,201.5,4,0.451,237,4,0.351,66,2,4.152,208,4,0.642,374.5,6,0.645,529.5,9
E01009259,Birmingham 094E,E08000025,Birmingham,59.739,60,1,2,46,1,0.277,29,1,47.697,164,3,1.351,66,2,-0.145,527.5,9,44.922,20,1,22.873,576,9,0.498,15.5,1,0.34,231.5,4,0.963,70,2,0.462,221,4,0.293,79.5,2,4.587,133,3,0.226,524,9,0.359,628,10
E01009260,Birmingham 073D,E08000025,Birmingham,13.192,594,10,11,578.5,10,0.052,584.5,10,2.436,601,10,0.035,565,9,0.387,311,5,27.455,460,8,23.73,568,9,0.061,588.5,10,0.099,572,9,-0.986,579,10,0.167,607.5,10,0.333,72,2,1.365,589,10,-0.199,588.5,10,1.061,253,4
E01009261,Birmingham 073E,E08000025,Birmingham,19.121,541,9,10,528.5,9,0.08,514,9,5.307,564,9,0.244,494,8,0.522,247.5,4,23.852,538,9,38.602,355,6,0.109,524.5,9,0.111,553,9,-0.926,574,9,0.235,536.5,9,0.225,101,2,0.922,605,10,0.611,392,7,1.17,180.5,3
E01009262,Birmingham 133A,E08000025,Birmingham,20.299,523,9,10,435.5,7,0.101,444.5,7,7.557,540,9,0.434,422.5,7,-0.198,540,9,19.622,606,10,34.256,440,7,0.128,496,8,0.247,345.5,6,-0.665,537,9,0.254,517.5,9,-1.052,566,9,2.272,484,8,0.544,423.5,7,0.914,355,6
E01009263,Birmingham 032C,E08000025,Birmingham,36.934,332,6,7,341,6,0.177,277,5,23.001,382,6,0.141,527,9,0.517,249,4,32.133,306,5,55.159,85,2,0.204,392,7,0.209,398,7,0.269,315,5,0.34,410.5,7,-0.485,394,7,4.053,224,4,1.298,59,1,0.932,349.5,6
E01009264,Birmingham 032D,E08000025,Birmingham,32.155,376,6,7,407.5,7,0.112,416.5,7,22.437,393,7,0.585,362,6,0.581,220,4,38.664,72,2,48.579,183,3,0.184,418.5,7,0.38,182.5,3,0.602,190,3,0.273,495,8,-0.12,240.5,4,4.492,157,3,0.753,326.5,6,1.683,22,1
E01009265,Birmingham 032E,E08000025,Birmingham,38.104,321,6,7,338,6,0.19,242.5,4,26.893,343,6,0.734,291.5,5,0.781,145,3,27.093,475,8,38.436,363,6,0.238,355.5,6,0.237,358,6,0.081,383,6,0.403,310,5,-0.989,553,9,3.694,297,5,0.48,448.5,8,1.383,87,2
E01009266,Birmingham 034A,E08000025,Birmingham,39.463,312,5,6,317,5,0.129,384,6,49.067,156,3,0.262,488,8,0.722,164,3,29.756,378,6,59.326,50,1,0.257,327.5,6,0.346,221.5,4,1.015,65,2,0.465,213,4,-0.985,550.5,9,4.073,221,4,1.231,87,2,1.448,60.5,1
E01009267,Birmingham 133B,E08000025,Birmingham,20.202,526,9,10,432.5,7,0.082,509,8,13.812,473,8,0.286,480,8,-0.043,491.5,8,32.003,310.5,5,19.901,597,10,0.088,552.5,9,0.265,328,6,-0.368,492,8,0.314,452,8,0.248,89,2,2.608,431,7,-0.339,605,10,0.857,400.5,7
E01009268,Birmingham 036A,E08000025,Birmingham,26.772,426,7,8,387,7,0.1,448,7,24.33,367,6,0.066,552,9,0.365,318,5,31.89,316,5,36.82,399,7,0.214,378,6,0.226,375,6,-0.074,427,7,0.396,321.5,6,0.056,165.5,3,3.112,381,6,0.669,362,6,0.894,371,6
E01009269,Birmingham 034B,E08000025,Birmingham,44.829,251,4,5,277.5,5,0.171,293,5,57.823,72,2,0.452,414,7,0.911,98,2,30.301,360,6,48.146,189,3,0.28,289.5,5,0.343,227,4,1.154,43,1,0.505,148.5,3,-1.488,621,10,4.261,194,4,1.014,204,4,1.104,221,4
E01009270,Birmingham 034C,E08000025,Birmingham,51.925,160,3,4,128,2,0.219,143.5,3,36.656,265,5,0.849,246,4,0.933,92,2,38.032,83,2,44.296,253,4,0.324,210.5,4,0.555,65,2,0.346,287,5,0.459,226.5,4,-0.459,384,6,4.779,82,2,0.656,369,6,1.534,46,1
E01009271,Birmingham 034D,E08000025,Birmingham,43.532,270,5,6,232.5,4,0.176,279.5,5,44.1,195,4,0.391,439,7,0.809,128,2,31.027,334,6,46.008,226,4,0.292,270.5,5,0.355,206.5,4,0.717,148,3,0.471,201.5,4,-0.898,534,9,4.198,201,4,0.898,260,5,1.19,171.5,3
E01009272,Birmingham 036B,E08000025,Birmingham,47.467,214,4,5,204.5,4,0.207,184,3,37.131,261,5,0.465,409,7,0.635,193,4,49.774,6,1,29.736,510,8,0.37,131,3,0.262,330,6,0.514,221,4,0.442,254,4,0.676,16,1,4.393,175,3,0.207,531,9,1.068,244,4
E01009273,Birmingham 034E,E08000025,Birmingham,43.533,269,5,6,256,4,0.175,281,5,52.132,129,3,0.63,340,6,0.335,333,6,28.928,404,7,50.088,165,3,0.297,265.5,5,0.36,196,4,0.638,176,3,0.533,98.5,2,-1.233,593,10,4.032,229,4,0.999,210,4,1.294,126,2
E01009274,Birmingham 036C,E08000025,Birmingham,44.249,260,5,6,224,4,0.183,263,5,33.364,296,5,0.635,337,6,0.662,181,3,35.709,149,3,47.381,197,4,0.3,256.5,5,0.443,117,2,0.068,387.5,7,0.461,223.5,4,-1.278,598,10,4.886,60,1,0.902,258,5,1.292,128,2
E01009275,Birmingham 039A,E08000025,Birmingham,50.934,176,3,4,114.5,2,0.185,258.5,5,41.791,218,4,0.478,403,7,1.178,41,1,32.008,309,5,57.106,65,2,0.36,149.5,3,0.527,85,2,0.158,357,6,0.513,137,3,-1.474,619.5,10,4.49,158,3,1.151,122.5,2,1.483,52,1
E01009276,Birmingham 133C,E08000025,Birmingham,21.644,500,8,9,417,7,0.097,460,8,16.108,447,7,0.211,507.5,8,-0.105,509.5,8,27.389,463,8,29.019,522,9,0.166,442,7,0.233,367,6,-0.308,478.5,8,0.335,418,7,0.097,148,3,2.089,506,8,0.288,508,8,0.884,378,6
E01009278,Birmingham 133D,E08000025,Birmingham,16.01,566,9,10,473,8,0.071,543,9,7.961,537,9,-0.126,595,10,-0.14,524,9,22.126,570,9,32.443,461,8,0.139,475.5,8,0.237,358,6,-1.363,603,10,0.291,478.5,8,-0.335,330,6,1.992,521,9,0.47,453,8,0.895,369.5,6
E01009279,Birmingham 133E,E08000025,Birmingham,20.926,511,8,9,460.5,8,0.1,448,8,11.873,494,8,0.207,510,8,0.139,435,7,26.193,494,8,31.367,478,8,0.15,464.5,8,0.145,494.5,8,-0.752,550,9,0.319,445.5,7,0.136,131,3,1.719,554,9,0.365,487,8,0.979,312.5,5
E01009280,Birmingham 100A,E08000025,Birmingham,21.777,497,8,9,481,8,0.091,486,8,9.084,528,9,0.507,390,7,0.176,422,7,29.443,387,7,34.828,433,7,0.113,516,9,0.165,458.5,8,-0.335,483,8,0.243,523,9,-0.131,250,4,3.077,384,6,0.686,355,6,0.664,516,9
E01009281,Birmingham 099A,E08000025,Birmingham,20.044,530,9,10,486,8,0.094,472,8,3.008,592,10,0.537,380.5,6,0.28,362,6,30.326,359,6,22.14,582,10,0.085,556.5,9,0.141,498,8,-0.775,554,9,0.158,615.5,10,0.035,179,3,2.862,414,7,0.02,562,9,0.64,535.5,9
E01009282,Birmingham 100B,E08000025,Birmingham,37.399,327,6,7,371,6,0.164,306.5,5,16.264,443,7,1.048,171,3,0.555,230.5,4,30.548,349,6,54.684,89,2,0.22,373.5,6,0.223,379,6,0.109,372.5,6,0.284,489.5,8,-0.412,361,6,3.756,282,5,1.327,45,1,0.787,442,7
E01009283,Birmingham 079E,E08000025,Birmingham,19.934,532,9,10,504,8,0.085,499,8,1.605,615,10,0.158,521.5,9,0.802,132,3,19.23,610,10,41.528,302,5,0.104,532.5,9,0.114,548,9,-1.278,595.5,10,0.16,614,10,-0.435,369,6,1.543,575,9,0.825,290,5,0.972,319,5
E01009284,Birmingham 096A,E08000025,Birmingham,21.191,506,8,9,510.5,8,0.049,589.5,10,14.464,467,8,0.469,407,7,0.368,314.5,5,30.221,364,6,45.01,243,4,0.407,80,2,0.218,386.5,7,0.311,299,5,0.207,561,9,-0.362,342.5,6,3.62,306,5,1.001,208,4,0.851,408,7
E01009286,Birmingham 096C,E08000025,Birmingham,14.443,580,10,11,622,10,0.009,637,10,14.202,470,8,0.516,388,7,-0.525,593,10,32.622,290,5,38.442,362,6,0.239,353,6,0.174,448,7,0.375,275,5,0.174,595.5,10,-0.354,338,6,3.989,244,4,0.867,268,5,0.556,579,10
E01009288,Birmingham 100C,E08000025,Birmingham,23.574,468,8,9,530.5,9,0.129,384,6,2.211,608,10,0.807,260.5,5,0.506,255,4,31.619,323,6,23.757,567,9,0.082,561.5,9,0.07,602.5,10,-1.085,587,10,0.169,603,10,0.09,153,3,2.976,400,7,-0.086,577,10,0.942,338,6
E01009289,Birmingham 096E,E08000025,Birmingham,20.146,528,9,10,593,10,0.024,626,10,16.178,446,7,0.589,359.5,6,0.179,420,7,34.172,228,4,54.088,95,2,0.326,205,4,0.335,236,4,0.328,295,5,0.237,533,9,-0.699,471,8,4.509,153.5,3,1.205,93,2,1.101,223,4
E01009290,Birmingham 096F,E08000025,Birmingham,14.583,577,10,11,631,10,0.01,636,10,9.227,525,9,0.749,283,5,-0.708,611,10,32.794,282,5,39.516,340,6,0.145,469.5,8,0.216,391,7,-0.128,443,7,0.21,556,9,-0.823,508,8,4.402,174,3,0.852,277,5,0.708,487,8
E01009291,Birmingham 095D,E08000025,Birmingham,40.733,303,5,6,280,5,0.163,309.5,5,35.481,277,5,0.708,303.5,5,0.532,243.5,4,32.223,299,5,46.678,209,4,0.373,126.5,2,0.291,293,5,0.917,82,2,0.358,380,6,-0.011,195,4,3.336,349,6,1.07,168.5,3,0.824,423,7
E01009292,Birmingham 099B,E08000025,Birmingham,15.243,572,9,10,572,9,0.045,597,10,5.538,561,9,-0.05,580.5,10,-0.007,477.5,8,31.048,333,6,41.943,293,5,0.104,532.5,9,0.095,576.5,10,-0.6,528,9,0.21,556,9,0.348,68,2,2.091,505,8,0.93,241,4,0.739,470,8
E01009293,Birmingham 100D,E08000025,Birmingham,23.215,477,8,9,424,7,0.073,535,9,12.453,485,8,0.51,389,7,0.221,398,7,25.318,515,9,46.133,221,4,0.125,500.5,8,0.198,418,7,0.157,358,6,0.209,558.5,9,-0.622,442,7,3.073,386,7,1.07,168.5,3,0.77,455.5,8
E01009294,Birmingham 099C,E08000025,Birmingham,32.582,369,6,7,356,6,0.149,338,6,9.665,518,9,0.426,425,7,1.328,24,1,26.112,500,8,35.686,418,7,0.274,302,5,0.148,489,8,-0.387,494,8,0.26,510,8,-0.164,264,5,2.49,450,8,0.603,399,7,0.937,345,6
E01009295,Birmingham 099D,E08000025,Birmingham,20.154,527,9,10,435.5,7,0.093,478.5,8,4.558,573,9,0.126,535.5,9,-0.024,485.5,8,32.076,307,5,28.841,523,9,0.205,390,7,0.151,484,8,-0.725,546.5,9,0.202,564,9,0.086,155,3,3.074,385,7,0.23,523,9,0.962,324,6
E01009296,Birmingham 100E,E08000025,Birmingham,30.163,396,7,8,390.5,7,0.109,425,7,15.305,461,8,0.702,306,5,0.532,243.5,4,22.834,558,9,57.756,62,1,0.235,359,6,0.184,433.5,7,0.259,319,5,0.238,530.5,9,-0.915,539,9,2.849,415,7,1.399,33,1,0.868,393,7
E01009297,Birmingham 057A,E08000025,Birmingham,50.479,182,3,4,268,5,0.216,152,3,50.824,142,3,1.319,72.5,2,1.068,64,1,35.333,161,3,31.269,482,8,0.299,259,5,0.266,325.5,6,0.702,154,3,0.519,123.5,2,0.328,73,2,3.029,392,7,0.452,459,8,0.821,425,7
E01009298,Birmingham 054D,E08000025,Birmingham,52.592,146,3,4,182.5,3,0.209,176.5,3,52.282,126,2,1.458,46,1,0.372,313,5,32.199,301,5,46.441,216,4,0.367,135.5,3,0.351,212,4,0.9,85,2,0.505,148.5,3,-0.696,469,8,4.244,197,4,1.022,197,4,0.939,342,6
E01009299,Birmingham 057B,E08000025,Birmingham,48.978,200,4,5,204.5,4,0.192,236.5,4,57.4,76,2,0.991,194,4,0.616,204,4,29.469,386,7,44.988,244,4,0.368,132,3,0.343,227,4,1.142,47,1,0.504,151,3,-0.862,520,9,3.979,246.5,4,0.904,255,4,1.084,235,4
E01009300,Birmingham 057C,E08000025,Birmingham,58.461,82,2,3,96.5,2,0.216,152,3,73.992,7,1,0.911,218,4,0.614,206.5,4,34.814,189,3,52.53,116,2,0.42,63,1,0.346,221.5,4,1.714,6,1,0.519,123.5,2,-0.68,464.5,8,4.578,136,3,1.245,76,2,0.836,418,7
E01009301,Birmingham 057D,E08000025,Birmingham,56.072,108,2,3,146.5,3,0.261,51,1,49.997,150,3,1.481,42,1,0.962,82,2,30.567,347,6,27.077,542,9,0.383,111.5,2,0.385,179,3,0.672,160,3,0.517,130,3,-0.668,460,8,4.009,238,4,0.158,537.5,9,0.913,356.5,6
E01009302,Birmingham 069A,E08000025,Birmingham,32.789,368,6,7,435.5,7,0.129,384,7,33.739,293,5,1.379,61,1,0.014,470.5,8,28.428,425,7,38.101,367,6,0.251,336.5,6,0.114,548,9,0.189,350,6,0.452,235.5,4,0.208,104.5,2,1.969,527,9,0.736,337.5,6,0.878,383.5,6
E01009303,Birmingham 057E,E08000025,Birmingham,46.272,233,4,5,271.5,5,0.19,242.5,4,54.227,109,2,1.285,79.5,2,0.36,320,5,33.562,255,4,33.837,443,7,0.304,252,4,0.302,278,5,1.183,36,1,0.475,192.5,4,0,191,3,3.555,318,5,0.464,455,8,1.03,276,5
E01009304,Birmingham 046A,E08000025,Birmingham,46.1,235,4,5,264,5,0.184,260,5,57.047,78,2,1.17,126,2,0.743,157.5,3,27.013,477,8,35.751,417,7,0.351,166,3,0.291,293,5,1.135,48,1,0.503,152,3,-0.63,444,7,3.388,343,6,0.639,378,6,0.861,397,7
E01009305,Birmingham 045C,E08000025,Birmingham,63.723,31,1,2,81,2,0.282,22.5,1,69.037,16,1,1.626,17,1,0.561,228,4,29.378,389,7,36.931,393,7,0.411,71.5,2,0.39,171,3,1.311,21.5,1,0.549,80,2,-0.832,510.5,8,3.95,251,4,0.571,412,7,1.105,219.5,4
E01009306,Birmingham 046B,E08000025,Birmingham,51.219,170,3,4,252,4,0.238,96,2,51.647,135,3,1.112,146.5,3,1.055,67,2,28.236,433,7,38.516,359,6,0.295,267,5,0.286,301.5,5,0.709,150,3,0.523,113.5,2,-0.366,345,6,3.273,358,6,0.682,357,6,1.02,283,5
E01009307,Birmingham 045D,E08000025,Birmingham,54.64,121,2,3,153,3,0.241,93,2,49.64,151,3,1.471,44,1,0.942,87,2,28.66,415,7,34.005,441,7,0.395,94.5,2,0.317,253.5,4,0.516,220,4,0.53,104,2,-0.849,517,9,3.857,266,5,0.586,403.5,7,0.809,430.5,7
E01009308,Birmingham 046C,E08000025,Birmingham,46.196,234,4,5,249,4,0.181,269,5,42.506,213,4,1.111,148,3,0.894,102,2,34.458,212,4,37.002,391,7,0.298,262.5,5,0.357,199,4,0.662,162,3,0.466,210.5,4,-0.128,248,4,3.938,254,4,0.697,353,6,0.856,404.5,7
E01009309,Birmingham 045E,E08000025,Birmingham,58.067,85,2,3,146.5,3,0.246,79,2,64.759,33,1,1.779,7,1,0.875,107,2,29.909,372,6,21.508,587,10,0.346,169.5,3,0.355,206.5,4,1.293,24,1,0.526,110.5,2,-0.942,544,9,4.076,220,4,-0.037,572,9,0.658,519.5,9
E01009310,Birmingham 046D,E08000025,Birmingham,56.875,99,2,3,130.5,3,0.223,133.5,3,61.101,48,1,1.504,39,1,1.273,29,1,27.538,458,8,32.429,463,8,0.463,30.5,1,0.328,244,4,1.23,31,1,0.514,134,3,-0.897,533,9,3.716,294,5,0.437,467,8,0.953,330.5,6
E01009311,Birmingham 054E,E08000025,Birmingham,55.739,111,2,3,112.5,2,0.208,180.5,3,65.822,23,1,0.842,249,4,0.795,139.5,3,27.548,457,8,57.828,60,1,0.46,32.5,1,0.249,341,6,1.209,34,1,0.545,88,2,-1.184,587.5,10,3.832,268,5,1.302,56,1,1.152,198,4
E01009312,Birmingham 072A,E08000025,Birmingham,18.793,543,9,10,537.5,9,0.069,549.5,9,22.107,394,7,0.028,566,9,-0.012,481,8,27.163,470,8,36.264,407,7,0.108,527.5,9,0.132,517.5,9,0.065,389,7,0.358,380,6,-0.013,196,4,2.343,472,8,0.712,348,6,0.749,465,8
E01009313,Birmingham 076D,E08000025,Birmingham,25.006,447,7,8,445.5,7,0.11,423,7,30.834,316,5,0.251,491.5,8,0.146,430.5,7,20.297,597,10,41.032,312,5,0.177,426.5,7,0.127,525,9,0.361,279,5,0.406,304,5,-1.024,558,9,2.398,465,8,0.842,283,5,0.876,385.5,7
E01009314,Birmingham 069B,E08000025,Birmingham,38.883,316,5,6,320.5,6,0.134,372.5,6,44.566,190,3,0.876,240,4,0.291,359,6,23.581,546,9,58.436,53,1,0.322,216.5,4,0.253,337,6,0.731,143,3,0.472,199,4,-1.042,563.5,9,3.072,387,7,1.45,26,1,0.775,453.5,8
